image,timestamp,top_tokens,top_probs
boat10-bear3,2024-02-08 11:11:20,"['B', 'C', 'D', 'F', 'A', 'G', 'E', 'H', 'P', 'K', 'M', 'J', 'L', 'N', 'O', 'I']","[0.8425090312957764, 0.038793761283159256, 0.03644336760044098, 0.029744207859039307, 0.027942098677158356, 0.019813913851976395, 0.0016264250734820962, 0.0012866080505773425, 0.0006077506113797426, 0.0002739346818998456, 0.0002417465002508834, 0.00014893569459673017, 0.00011967319005634636, 0.00010397387086413801, 5.187449278309941e-05, 4.8731577408034354e-05]"
bottle4-truck1,2024-02-08 11:11:20,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'H', 'P', 'M', 'N', 'L', 'J', 'K', 'I', 'R']","[0.9904224872589111, 0.00320193893276155, 0.002825701143592596, 0.0017682786565274, 0.0011964773293584585, 0.0002393105096416548, 6.964332715142518e-05, 5.5959983001230285e-05, 5.0162205297965556e-05, 2.562034933362156e-05, 1.553952824906446e-05, 1.4598032976209652e-05, 1.3929541637480725e-05, 1.2292776773392688e-05, 1.1729849575203843e-05, 8.716884622117504e-06]"
bottle3-bottle3,2024-02-08 11:11:20,"['F', 'B', 'D', 'A', 'C', 'E', 'P', 'G', 'H', 'M', 'N', 'J', 'L', 'I', 'K', 'W']","[0.9897163510322571, 0.0035141350235790014, 0.003101213136687875, 0.002065853215754032, 0.0010551346931606531, 0.00018917520355898887, 6.336576188914478e-05, 6.336576188914478e-05, 5.335931564331986e-05, 2.8118387490394525e-05, 1.7596037650946528e-05, 1.4587625628337264e-05, 1.4361464309331495e-05, 1.2284011972951703e-05, 1.1906073268619366e-05, 8.9871764430427e-06]"
dog5-car3,2024-02-08 11:11:21,"['K', 'G', 'B', 'C', 'A', 'D', 'J', 'H', 'M', 'L', 'P', 'F', 'N', 'E', 'Q', 'R']","[0.6380759477615356, 0.21041513979434967, 0.0715901330113411, 0.05237646400928497, 0.01572626642882824, 0.00569567596539855, 0.0013528417330235243, 0.0010372597025707364, 0.0010053465375676751, 0.000581849948503077, 0.0004675295786000788, 0.00043920340249314904, 0.0003066133940592408, 0.00015417489339597523, 0.00012781548139173537, 0.00011457304935902357]"
oven3-bottle3,2024-02-08 11:11:21,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'P', 'H', 'J', 'M', 'N', 'K', 'L', 'I', 'O']","[0.9436669945716858, 0.022192921489477158, 0.01868831180036068, 0.008423482067883015, 0.0046518887393176556, 0.0006807217141613364, 0.0004903054796159267, 0.00025837283465079963, 0.00020122097339481115, 0.0001299180294154212, 0.00012204669474158436, 7.637486123712733e-05, 6.431408110074699e-05, 5.765077003161423e-05, 5.33182465005666e-05, 3.4156953915953636e-05]"
knife8-truck3,2024-02-08 11:11:21,"['P', 'G', 'C', 'B', 'A', 'D', 'F', 'E', 'K', 'M', 'H', 'N', 'J', 'L', 'O', 'R']","[0.5270001292228699, 0.20962616801261902, 0.08738517761230469, 0.08469662815332413, 0.03067508153617382, 0.029270371422171593, 0.02043401077389717, 0.0025179642252624035, 0.0020551024936139584, 0.0018421821296215057, 0.0009860489517450333, 0.0009263072861358523, 0.000710224499925971, 0.0005196113488636911, 0.0004375565913505852, 0.00015847248141653836]"
chair8-airplane1,2024-02-08 11:11:21,"['I', 'A', 'C', 'M', 'D', 'B', 'J', 'E', 'H', 'G', 'N', 'L', 'F', 'K', 'P', 'O']","[0.8909328579902649, 0.050262998789548874, 0.017921822145581245, 0.012511448934674263, 0.00901165883988142, 0.00446109427139163, 0.003584589809179306, 0.00235083163715899, 0.0018596607260406017, 0.0018024450400844216, 0.0016932403668761253, 0.0009498218423686922, 0.000632717739790678, 0.000532801728695631, 0.0003605116799008101, 0.0003181504434905946]"
bird8-elephant1,2024-02-08 11:11:22,"['D', 'A', 'B', 'C', 'E', 'F', 'G', 'H', 'M', 'J', 'P', 'L', 'K', 'I', 'N', 'R']","[0.9920840263366699, 0.003868754953145981, 0.002786559984087944, 0.001074314583092928, 3.2952364563243464e-05, 2.862951259885449e-05, 1.3523624147637747e-05, 1.3107545782986563e-05, 1.2704268556262832e-05, 9.894093636830803e-06, 9.740700988913886e-06, 9.00867598829791e-06, 9.00867598829791e-06, 8.075324331002776e-06, 6.28906946076313e-06, 4.975063347956166e-06]"
bottle2-elephant1,2024-02-08 11:11:22,"['F', 'B', 'D', 'A', 'C', 'E', 'P', 'G', 'H', 'L', 'M', 'N', 'K', 'J', 'O', 'I']","[0.9758988618850708, 0.008848375640809536, 0.00818341039121151, 0.003358464688062668, 0.0020370117854326963, 0.000499191228300333, 0.00045451876940205693, 0.0001430206757504493, 0.00011856830678880215, 9.829657938098535e-05, 7.898351759649813e-05, 4.5003453124081716e-05, 3.61612910637632e-05, 3.5048724384978414e-05, 2.0928549929521978e-05, 2.028464587056078e-05]"
bicycle7-knife2,2024-02-08 11:11:22,"['C', 'A', 'B', 'D', 'E', 'F', 'G', 'P', 'J', 'M', 'H', 'K', 'N', 'L', 'I', 'R']","[0.9962738752365112, 0.0022839289158582687, 0.0006965589709579945, 0.0006051809177733958, 1.9151910237269476e-05, 1.491552211518865e-05, 1.3370187843975145e-05, 1.0251278581563383e-05, 9.333895832241978e-06, 9.18918703973759e-06, 8.906465154723264e-06, 8.2371343523846e-06, 7.045593974908115e-06, 6.217715053935535e-06, 6.0264160310907755e-06, 3.570533408492338e-06]"
bicycle7-oven1,2024-02-08 11:11:22,"['C', 'A', 'B', 'D', 'E', 'G', 'F', 'P', 'M', 'H', 'J', 'K', 'L', 'N', 'I', 'R']","[0.9964417815208435, 0.0020798915065824986, 0.0007771987584419549, 0.000577565049752593, 1.6384259652113542e-05, 1.2961015272594523e-05, 1.2961015272594523e-05, 9.482480891165324e-06, 7.985049705894198e-06, 7.619387815793743e-06, 7.50125991544337e-06, 6.517207111755852e-06, 5.662247986037983e-06, 5.31918976776069e-06, 5.2367236094141845e-06, 3.0545538720616605e-06]"
airplane7-car1,2024-02-08 11:11:23,"['G', 'C', 'A', 'B', 'D', 'F', 'H', 'L', 'K', 'E', 'M', 'J', 'N', 'P', 'I', 'O']","[0.978631854057312, 0.005640121176838875, 0.004824250936508179, 0.003999444656074047, 0.0026642042212188244, 0.0010112179443240166, 0.0006842243019491434, 0.0006427692715078592, 0.00035497089265845716, 0.0003387155884411186, 0.0002721656346693635, 0.00024018534168135375, 0.00022213510237634182, 0.0001001241325866431, 6.0728354583261535e-05, 4.879660627921112e-05]"
car10-keyboard2,2024-02-08 11:11:23,"['M', 'A', 'D', 'B', 'C', 'G', 'P', 'N', 'L', 'J', 'E', 'K', 'H', 'The', 'F', 'W']","[0.9914420247077942, 0.0038662515580654144, 0.001357182045467198, 0.001336140907369554, 0.0006718537770211697, 0.00042043536086566746, 0.00018950505182147026, 9.381181007483974e-05, 7.081287185428664e-05, 6.971502443775535e-05, 6.757010851288214e-05, 6.056945494492538e-05, 4.572022589854896e-05, 3.451143857091665e-05, 3.3976386475842446e-05, 2.861098801076878e-05]"
elephant5-bottle2,2024-02-08 11:11:23,"['F', 'B', 'D', 'C', 'A', 'H', 'G', 'E', 'P', 'J', 'K', 'M', 'L', 'N', 'I', 'R']","[0.7264991998672485, 0.2049185037612915, 0.03617026284337044, 0.015078009106218815, 0.01192768756300211, 0.002008950337767601, 0.0012970758834853768, 0.0011626912746578455, 0.0001432716817362234, 0.00012643681839108467, 0.0001133372206822969, 0.00010814713459694758, 7.912213914096355e-05, 6.1620376072824e-05, 4.836639345739968e-05, 3.594284862629138e-05]"
keyboard7-bottle1,2024-02-08 11:11:24,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'H', 'P', 'M', 'L', 'N', 'J', 'K', 'I', 'R']","[0.9853142499923706, 0.005418590269982815, 0.00456291064620018, 0.00272463820874691, 0.001307295635342598, 0.0002167708589695394, 8.758335752645507e-05, 7.850920519558713e-05, 7.850920519558713e-05, 2.7559324735193513e-05, 1.954248727997765e-05, 1.894122760859318e-05, 1.864757177827414e-05, 1.7517773812869564e-05, 1.4983743312768638e-05, 1.1134973647131119e-05]"
bear2-dog1,2024-02-08 11:11:24,"['B', 'C', 'A', 'D', 'F', 'P', 'E', 'G', 'H', 'K', 'M', 'R', 'L', 'J', 'W', 'T']","[0.9965118765830994, 0.001724411966279149, 0.0012038334971293807, 0.0004714279784820974, 1.9156486814608797e-05, 1.057921599567635e-05, 9.048883839568589e-06, 6.724558716086904e-06, 6.620304247917375e-06, 5.842397968081059e-06, 5.403334853326669e-06, 3.2013697364163818e-06, 2.8696895242319442e-06, 2.2175242975208675e-06, 1.9569581581890816e-06, 1.7135698726633564e-06]"
knife5-keyboard3,2024-02-08 11:11:24,"['M', 'A', 'N', 'D', 'B', 'P', 'C', 'G', 'J', 'L', 'K', 'E', 'H', 'I', 'F', 'O']","[0.9861612319946289, 0.0060500698164105415, 0.0015296973288059235, 0.0015059815486893058, 0.0011728595709428191, 0.001035044901072979, 0.0010031999554485083, 0.00025764305610209703, 0.00017986384045798331, 0.0001743300090311095, 0.00017162728181574494, 9.186546230921522e-05, 8.765864185988903e-05, 7.735847611911595e-05, 6.313814810710028e-05, 6.215928442543373e-05]"
bicycle3-elephant2,2024-02-08 11:11:24,"['C', 'A', 'B', 'D', 'E', 'F', 'G', 'P', 'H', 'M', 'J', 'K', 'L', 'N', 'I', 'R']","[0.9970280528068542, 0.0018081041052937508, 0.0005870054592378438, 0.0004716721596196294, 1.4695394384034444e-05, 1.1808081580966245e-05, 9.94340098259272e-06, 8.913207238947507e-06, 6.728041626047343e-06, 6.222422143764561e-06, 5.754799076385098e-06, 5.665579465130577e-06, 4.846026968152728e-06, 4.343950422480702e-06, 4.27660370405647e-06, 2.8266624667594442e-06]"
elephant3-truck1,2024-02-08 11:11:25,"['L', 'D', 'A', 'C', 'B', 'G', 'M', 'F', 'E', 'I', 'J', 'H', 'K', 'P', 'R', 'N']","[0.9897286891937256, 0.003920349758118391, 0.0019106259569525719, 0.0010551478480920196, 0.0007482118671759963, 0.0007139487424865365, 0.0005389167345128953, 0.0002281917113577947, 0.00019518272893037647, 0.000177715890458785, 0.00015200844791252166, 0.00014058483066037297, 0.00011838429782073945, 0.00011121176794404164, 6.640757055720314e-05, 6.436443072743714e-05]"
knife6-boat3,2024-02-08 11:11:25,"['E', 'A', 'D', 'B', 'C', 'O', 'F', 'G', 'I', 'H', 'N', 'J', 'L', 'M', 'K', 'P']","[0.8613131046295166, 0.0696047693490982, 0.024433571845293045, 0.017057381570339203, 0.011907972395420074, 0.0031063801143318415, 0.002918174024671316, 0.002741370815783739, 0.0018549042288213968, 0.000977465882897377, 0.000749449071008712, 0.0006931270472705364, 0.0006116824806667864, 0.0005398078938014805, 0.0005231997347436845, 0.0004011511628050357]"
airplane9-oven2,2024-02-08 11:11:25,"['A', 'M', 'C', 'B', 'D', 'P', 'N', 'O', 'E', 'J', 'F', 'G', 'K', 'I', 'H', 'L']","[0.58425372838974, 0.24355317652225494, 0.07199418544769287, 0.049480829387903214, 0.025272337719798088, 0.006290782243013382, 0.005465525668114424, 0.0031632035970687866, 0.002835477702319622, 0.0014710264513269067, 0.0013186195865273476, 0.001298176241107285, 0.0012582355411723256, 0.0008381655206903815, 0.0005496824160218239, 0.00027211252017877996]"
bottle6-boat3,2024-02-08 11:11:25,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'H', 'P', 'M', 'J', 'N', 'K', 'L', 'I', 'O']","[0.9836946725845337, 0.005758577957749367, 0.004700014367699623, 0.003082344774156809, 0.0019901113118976355, 0.00024142791517078876, 0.00012525114289019257, 8.086821617325768e-05, 8.086821617325768e-05, 4.19538737332914e-05, 2.466341175022535e-05, 2.353399213461671e-05, 2.109573506459128e-05, 2.0446686903596856e-05, 1.891009378596209e-05, 1.1833634744107258e-05]"
keyboard8-chair2,2024-02-08 11:11:26,"['I', 'A', 'M', 'C', 'D', 'E', 'B', 'J', 'H', 'G', 'L', 'N', 'K', 'P', 'F', 'O']","[0.9367483854293823, 0.026573507115244865, 0.01160910539329052, 0.008104461245238781, 0.004993013571947813, 0.0032744985073804855, 0.002358532976359129, 0.0015467635821551085, 0.0009236147743649781, 0.0008279228932224214, 0.0008024503476917744, 0.0007193118799477816, 0.00030457580578513443, 0.0002646200591698289, 0.00022634152264799923, 0.00020289121312089264]"
boat4-car3,2024-02-08 11:11:26,"['G', 'E', 'C', 'A', 'D', 'N', 'B', 'F', 'L', 'H', 'K', 'O', 'M', 'J', 'P', 'I']","[0.5845336318016052, 0.23251143097877502, 0.056095995008945465, 0.04437558352947235, 0.030498862266540527, 0.018789803609251976, 0.01849849335849285, 0.003699931548908353, 0.0023153580259531736, 0.002279461594298482, 0.001693952246569097, 0.0014264506753534079, 0.0010600481182336807, 0.0005946331075392663, 0.0005414196639321744, 0.0004488526610657573]"
bird8-keyboard2,2024-02-08 11:11:26,"['M', 'A', 'B', 'D', 'C', 'P', 'G', 'J', 'N', 'L', 'K', 'E', 'H', 'I', 'The', 'F']","[0.9918449521064758, 0.0037488224916160107, 0.0015146612422540784, 0.0012170644477009773, 0.0006413478986360133, 0.0002715637965593487, 9.835388482315466e-05, 7.424141222145408e-05, 7.424141222145408e-05, 6.974334974074736e-05, 5.96546487940941e-05, 4.719071148429066e-05, 4.6459088480332866e-05, 2.9531192922149785e-05, 2.817886161210481e-05, 2.7741987651097588e-05]"
keyboard3-bird3,2024-02-08 11:11:26,"['M', 'A', 'B', 'D', 'C', 'G', 'P', 'J', 'K', 'H', 'L', 'N', 'I', 'E', 'F', 'Q']","[0.9385669231414795, 0.02277364954352379, 0.016923939809203148, 0.009493470191955566, 0.006837889552116394, 0.0009698189678601921, 0.0008558622794225812, 0.0005110586644150317, 0.0004953350871801376, 0.0004510077415034175, 0.00035677646519616246, 0.00030997273279353976, 0.0002529923804104328, 0.0002452086191624403, 0.00020328508981037885, 0.00011403260577935725]"
dog3-bear3,2024-02-08 11:11:27,"['K', 'B', 'C', 'H', 'A', 'G', 'D', 'J', 'M', 'L', 'F', 'P', 'N', 'Q', 'E', 'R']","[0.7511944770812988, 0.17842432856559753, 0.025704460218548775, 0.02233242243528366, 0.010715212672948837, 0.005387947428971529, 0.0035891470033675432, 0.0010445013176649809, 0.00034443996264599264, 0.0002682500926312059, 0.00017319529433734715, 0.00014584505697712302, 0.00012090979726053774, 8.1811667769216e-05, 7.685494347242638e-05, 7.107920828275383e-05]"
bottle5-boat1,2024-02-08 11:11:27,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'P', 'H', 'M', 'N', 'J', 'K', 'L', 'I', 'O']","[0.9843795895576477, 0.005006622523069382, 0.004022934474050999, 0.0031824028119444847, 0.002221675356850028, 0.0004045971145387739, 0.00020664799376390874, 0.00017401504737790674, 9.027782652992755e-05, 5.143875387148e-05, 3.119918255833909e-05, 2.885452522605192e-05, 2.753318040049635e-05, 2.6272346076439135e-05, 2.0460922314669006e-05, 1.750115552567877e-05]"
dog7-keyboard3,2024-02-08 11:11:27,"['M', 'A', 'B', 'D', 'C', 'P', 'N', 'J', 'G', 'L', 'K', 'F', 'E', 'H', 'I', 'Q']","[0.9896033406257629, 0.004728245548903942, 0.0017124570440500975, 0.0015837638638913631, 0.0007840199396014214, 0.00042626424692571163, 0.000221142967347987, 0.00017222632595803589, 0.00011836930207209662, 9.075689740711823e-05, 8.393640018766746e-05, 6.237624620553106e-05, 5.7688590459292755e-05, 5.5913700634846464e-05, 3.903405740857124e-05, 3.842888690996915e-05]"
car8-bear1,2024-02-08 11:11:28,"['B', 'C', 'A', 'D', 'K', 'F', 'H', 'G', 'E', 'P', 'M', 'L', 'R', 'J', 'W', 'T']","[0.9941567182540894, 0.0028363552410155535, 0.0019800951704382896, 0.0008650394738651812, 2.914111792051699e-05, 2.5716946765896864e-05, 1.9717866962309927e-05, 1.58437524078181e-05, 1.3551878510043025e-05, 1.2533438166428823e-05, 8.349069503310602e-06, 4.985457508155378e-06, 4.503985564952018e-06, 3.852462668874068e-06, 2.796588205455919e-06, 2.546322548369062e-06]"
dog10-dog1,2024-02-08 11:11:28,"['K', 'B', 'C', 'A', 'D', 'G', 'J', 'H', 'M', 'P', 'L', 'F', 'N', 'Q', 'R', 'E']","[0.7623254656791687, 0.1897578239440918, 0.03402170166373253, 0.008602033369243145, 0.0021412153728306293, 0.0010435450822114944, 0.0005006983992643654, 0.0004086580884177238, 0.0003084713243879378, 0.00018134091806132346, 0.00012858997797593474, 8.700833132024854e-05, 7.326836202992126e-05, 7.101413211785257e-05, 5.6176799262175336e-05, 5.277321906760335e-05]"
bear5-boat2,2024-02-08 11:11:28,"['B', 'A', 'C', 'D', 'E', 'H', 'G', 'F', 'K', 'J', 'M', 'L', 'P', 'I', 'N', 'O']","[0.8034664988517761, 0.07955395430326462, 0.04978359118103981, 0.03938206285238266, 0.01361007709056139, 0.0070608146488666534, 0.003182558575645089, 0.002989737316966057, 0.0001823751226766035, 0.0001263275626115501, 0.00012148803216405213, 9.685870463727042e-05, 6.25366810709238e-05, 6.205001409398392e-05, 5.307418905431405e-05, 4.434514630702324e-05]"
keyboard9-cat1,2024-02-08 11:11:28,"['H', 'B', 'A', 'G', 'C', 'D', 'F', 'K', 'E', 'J', 'L', 'M', 'N', 'I', 'P', 'T']","[0.9817204475402832, 0.0053151254542171955, 0.004406393971294165, 0.00359639385715127, 0.0017803439404815435, 0.0017527423333376646, 0.00035609121550805867, 0.00020289464737288654, 0.00018473768432158977, 0.0001762779284035787, 0.00013728540216106921, 6.690755253657699e-05, 5.050447362009436e-05, 4.3879044824279845e-05, 3.525780630297959e-05, 2.5001525500556454e-05]"
boat6-bottle2,2024-02-08 11:11:29,"['F', 'B', 'D', 'A', 'C', 'E', 'P', 'G', 'H', 'M', 'N', 'J', 'L', 'K', 'I', 'R']","[0.9840003848075867, 0.006131879054009914, 0.0044861785136163235, 0.0028073787689208984, 0.0017027613939717412, 0.00027365866117179394, 0.00012926719500683248, 0.00011407790589146316, 8.346117101609707e-05, 4.13162779295817e-05, 2.66757942881668e-05, 2.467107515258249e-05, 2.428858533676248e-05, 2.1772149921162054e-05, 1.8049744539894164e-05, 1.3000743820157368e-05]"
dog10-bicycle1,2024-02-08 11:11:29,"['K', 'C', 'B', 'A', 'G', 'D', 'J', 'M', 'H', 'L', 'P', 'N', 'Q', 'F', 'E', 'R']","[0.9607975482940674, 0.02025473862886429, 0.006999849807471037, 0.005803079344332218, 0.002101736143231392, 0.000977398012764752, 0.0008491781773045659, 0.0005745826638303697, 0.0004616901569534093, 0.00021470585488714278, 0.00019246109877713025, 0.00013862451305612922, 9.37980439630337e-05, 8.149314817273989e-05, 5.962165960227139e-05, 5.962165960227139e-05]"
bird1-boat1,2024-02-08 11:11:29,"['D', 'A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J', 'M', 'K', 'L', 'P', 'N', 'R']","[0.7819357514381409, 0.1380198448896408, 0.05936159938573837, 0.017275210469961166, 0.001657851622439921, 0.0007590197492390871, 0.00030667168903164566, 0.00010765189654193819, 7.515313336625695e-05, 7.515313336625695e-05, 6.842771108495072e-05, 5.41307708772365e-05, 4.85225064039696e-05, 4.118051947443746e-05, 3.929472586605698e-05, 2.1700609067920595e-05]"
truck8-cat2,2024-02-08 11:11:29,"['P', 'C', 'A', 'B', 'D', 'F', 'G', 'M', 'E', 'N', 'K', 'O', 'R', 'H', 'L', 'T']","[0.9933506846427917, 0.0033133465331047773, 0.0012189120752736926, 0.0008247572113759816, 0.0005757733015343547, 0.00018402820569463074, 0.00011516191443661228, 6.359844701364636e-05, 6.068605580367148e-05, 3.857440970023163e-05, 3.512239709380083e-05, 3.299443778814748e-05, 3.1483516067964956e-05, 2.197903631895315e-05, 2.1302810637280345e-05, 1.5585470464429818e-05]"
car7-boat3,2024-02-08 11:11:30,"['G', 'C', 'A', 'B', 'D', 'H', 'F', 'L', 'K', 'E', 'M', 'N', 'J', 'P', 'W', 'O']","[0.9830249547958374, 0.00523967482149601, 0.004017398227006197, 0.003178023500367999, 0.0018682637019082904, 0.0005028363666497171, 0.00046504760393872857, 0.00043009870569221675, 0.00025284200091846287, 0.00023384061933029443, 0.0001684290764387697, 0.00016071615391410887, 0.00013533656601794064, 6.493519322248176e-05, 3.642534284153953e-05, 3.5860619391314685e-05]"
bear7-oven3,2024-02-08 11:11:30,"['M', 'A', 'O', 'P', 'B', 'C', 'D', 'N', 'J', 'G', 'E', 'I', 'K', 'L', 'F', 'H']","[0.8264482021331787, 0.05893954262137413, 0.03988048806786537, 0.032044872641563416, 0.017975544556975365, 0.007493321783840656, 0.0055685644038021564, 0.0023213231470435858, 0.0016460645711049438, 0.0013021441409364343, 0.0011856157798320055, 0.0011491382028907537, 0.0010965153342112899, 0.0006150893750600517, 0.0006150893750600517, 0.0005513625219464302]"
knife6-airplane1,2024-02-08 11:11:30,"['N', 'M', 'A', 'C', 'P', 'D', 'B', 'G', 'K', 'S', 'O', 'H', 'L', 'I', 'J', 'E']","[0.8614019751548767, 0.09367311745882034, 0.020258232951164246, 0.009569312445819378, 0.0047371527180075645, 0.0036892981734126806, 0.0014002997195348144, 0.000962410937063396, 0.0007264659507200122, 0.0005071549094282091, 0.00040119257755577564, 0.00040119257755577564, 0.00032236729748547077, 0.00032236729748547077, 0.0003028360370080918, 0.00028896817821078]"
oven9-knife3,2024-02-08 11:11:30,"['O', 'N', 'P', 'A', 'C', 'M', 'B', 'D', 'E', 'K', 'G', 'F', 'L', 'H', 'I', 'Q']","[0.9266121983528137, 0.03592865169048309, 0.014291430823504925, 0.01406986266374588, 0.0018746277783066034, 0.001680405461229384, 0.0012884116731584072, 0.0011731120757758617, 0.0005541389109566808, 0.0003577789757400751, 0.0003413950907997787, 0.0002658787416294217, 0.0002497699751984328, 0.00022389236255548894, 0.00022042122145649046, 0.00017711342661641538]"
cat10-elephant3,2024-02-08 11:11:31,"['H', 'B', 'A', 'G', 'D', 'C', 'F', 'E', 'K', 'L', 'J', 'M', 'N', 'P', 'I', 'T']","[0.9867811799049377, 0.004032749217003584, 0.0033959150314331055, 0.002192567801102996, 0.0013936808099970222, 0.001173596829175949, 0.00027443200815469027, 0.00017173518426716328, 0.00011620183067861944, 9.939268784364685e-05, 8.369703573407605e-05, 4.9977785238297656e-05, 3.71403330063913e-05, 3.0313058232422918e-05, 2.47407970164204e-05, 2.1833677237736993e-05]"
